Я;Я;Я;Я;c;Я;Я;Я;Я;Я;Я;Я
84;24;78;49;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
25;54;1;22;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
13;3;66;40;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
2;5;1;34;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
49;16;63;9;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
37;24;17;3;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
68;62;72;35;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
16;85;99;42;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
98;99;62;41;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
62;73;28;42;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
76;9;85;20;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
61;99;65;1;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
88;88;15;16;хярхмю;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;1
5;38;87;13;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
75;30;89;25;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
60;2;63;43;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
72;1;36;47;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
3;71;47;42;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
57;41;32;45;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
92;100;70;1;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
14;77;28;1;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
50;1;57;21;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
77;19;94;49;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
58;90;78;7;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
2;25;34;1;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
69;22;54;17;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
45;85;11;6;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
88;47;43;27;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
18;44;78;21;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
53;32;95;11;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
79;80;68;26;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
43;25;87;8;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
30;97;64;12;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
74;25;66;13;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
6;58;2;34;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
2;80;21;14;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
74;78;71;28;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
80;43;48;50;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
24;17;85;33;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
29;52;41;38;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
60;47;17;39;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
42;26;8;13;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
7;69;40;10;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
20;3;14;17;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
98;69;1;28;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
9;28;92;37;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
36;60;30;43;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
37;17;33;11;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
66;36;86;4;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
61;34;22;23;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
98;36;52;16;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
65;93;25;12;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
70;15;18;22;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
69;84;44;29;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
13;20;19;48;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
71;44;79;15;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
28;63;44;48;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
13;52;63;15;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
16;86;73;36;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
44;77;32;11;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
65;43;35;36;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
94;19;70;24;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
93;44;83;8;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
60;12;70;16;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
52;75;35;21;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
22;15;97;4;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
24;73;3;3;кнфэ;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;1
78;64;93;46;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
67;13;17;20;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
43;92;40;36;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
84;48;100;30;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
41;40;18;49;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
11;11;11;11;хярхмю;хярхмю;хярхмю;хярхмю;хярхмю;хярхмю;хярхмю;6
13;89;56;26;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
41;56;88;19;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
86;81;80;48;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
43;37;5;3;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
53;29;76;18;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
91;100;90;46;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
19;51;15;18;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
57;27;25;18;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
23;94;19;28;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
58;6;27;16;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
9;26;81;12;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
45;65;29;32;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
40;84;41;47;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
97;96;86;44;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
6;94;13;28;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
22;59;76;40;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
87;56;25;20;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
53;88;45;18;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
9;33;22;20;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
98;65;76;16;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
9;5;25;7;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
36;86;99;40;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
2;69;25;3;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
67;20;23;49;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
32;34;29;44;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
74;76;84;47;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
75;44;77;30;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
35;10;95;5;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
50;72;66;11;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
67;99;44;25;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
26;53;77;25;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
89;84;13;18;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
44;6;29;17;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
47;27;16;44;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
95;85;23;32;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
11;74;4;44;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
19;45;68;46;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
22;95;70;9;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
99;86;7;24;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
68;93;85;31;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
69;73;78;23;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
13;82;36;2;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
56;90;82;23;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
50;33;23;44;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
5;14;72;46;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
85;35;29;27;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
86;14;40;12;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
13;6;77;21;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
3;26;78;49;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
93;26;80;40;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
42;58;59;37;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
23;71;47;29;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
35;51;45;38;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
73;93;98;21;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
74;14;37;44;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
46;16;35;48;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
68;46;96;12;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
81;57;14;16;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
23;14;89;34;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
8;72;58;41;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
39;5;51;44;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
44;7;6;20;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
33;38;58;4;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
53;17;34;26;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
50;78;38;8;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
18;62;21;49;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
5;55;12;4;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
87;97;95;19;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
64;39;72;24;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
81;8;5;46;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
35;84;35;36;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;хярхмю;кнфэ;1
81;32;46;7;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
77;49;63;44;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
9;40;47;5;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
39;70;48;24;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
59;3;78;12;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
73;86;99;48;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
75;7;34;34;кнфэ;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;1
38;62;12;24;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
1;80;74;5;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
7;53;22;2;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
21;51;93;13;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
47;100;17;13;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
63;12;89;9;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
42;48;70;50;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
55;27;15;49;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
97;17;13;19;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
71;93;94;26;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
100;60;67;2;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
77;83;39;37;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
76;77;44;4;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
44;62;11;34;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
92;89;20;35;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
96;68;42;29;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
64;99;74;43;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
4;51;51;29;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;хярхмю;1
16;48;53;24;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
45;33;80;21;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
91;11;88;11;хярхмю;кнфэ;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;1
89;31;29;4;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
47;59;29;22;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
74;99;43;33;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
35;98;65;50;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
60;60;37;26;хярхмю;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;1
64;12;26;32;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
91;57;100;27;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
92;89;65;47;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
46;100;12;12;кнфэ;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;1
37;20;19;13;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
72;41;2;46;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
62;33;58;3;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
20;69;19;43;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
79;56;30;36;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
19;94;73;18;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
49;47;88;1;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
83;91;30;44;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
16;7;44;34;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
54;17;17;8;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;хярхмю;1
16;92;9;42;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
40;43;20;25;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
64;77;17;48;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
15;79;81;27;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
59;11;5;33;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
18;58;14;34;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
95;80;41;14;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
36;2;40;6;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
2;45;68;36;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
78;71;67;19;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
26;95;44;42;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
12;36;76;37;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
46;47;3;41;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
63;53;58;18;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
32;90;42;21;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
81;64;36;23;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
30;44;44;11;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;хярхмю;1
19;62;93;10;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
62;94;88;45;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
24;69;15;20;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
77;100;59;45;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
89;53;86;49;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
3;7;99;19;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
33;49;56;39;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
77;3;71;3;кнфэ;кнфэ;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;1
6;8;80;18;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
46;88;98;19;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
31;40;91;50;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
72;99;19;11;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
15;29;61;42;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
38;89;88;11;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
27;91;71;26;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
65;20;92;31;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
43;86;85;9;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
12;27;12;23;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;хярхмю;кнфэ;1
26;94;85;23;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
87;99;60;21;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
28;9;53;24;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
24;68;38;27;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
23;42;19;2;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
66;27;84;41;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
42;46;25;13;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
34;3;99;8;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
63;93;38;33;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
88;65;85;3;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
4;52;49;41;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
23;52;76;15;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
11;85;35;36;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
47;69;9;31;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
56;42;71;19;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
6;61;31;50;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
9;3;96;10;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
50;88;94;41;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
12;75;61;9;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
45;16;87;25;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
47;14;5;35;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
21;57;36;11;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
40;40;33;11;хярхмю;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;1
96;15;38;48;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
33;60;69;19;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
78;53;68;25;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
50;82;12;16;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
88;61;17;30;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
19;46;70;15;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
89;100;86;29;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
12;64;66;4;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
34;44;46;14;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
79;46;5;14;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
82;82;58;2;хярхмю;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;1
39;29;80;29;хярхмю;кнфэ;кнфэ;хярхмю;кнфэ;кнфэ;кнфэ;1
91;4;32;7;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
20;31;90;44;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
64;61;62;23;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
54;80;82;30;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
77;19;66;15;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
4;88;93;48;хярхмю;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
18;32;71;17;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;кнфэ;0
