g;g;g;g;g;g;g;g;g
27;20;29;38;29;27;20;10984,98575;0,985753291
19;2;29;25;29;19;2;-2760;0
3;11;29;21,5;29;11;3;-6755,251473;0,748527187
26;9;26;30,5;26;26;9;2404,437026;0,437026429
23;14;15;26;23;15;14;2019,211727;0,211727383
15;2;16;16,5;16;15;2;44,17445883;0,174458825
26;2;19;23,5;26;19;2;-1172,532566;0,467434487
8;13;18;19,5;18;13;8;495,1305936;0,130593569
13;3;7;11,5;13;7;3;-194,5680914;0,431908609
11;26;13;25;26;13;11;-840;0
18;14;9;20,5;18;14;9;846,1125488;0,112548845
9;18;5;16;18;9;5;-616;0
9;9;6;12;9;9;6;187,0614872;0,061487217
26;4;17;23,5;26;17;4;-1536,108555;0,891445181
11;5;9;12,5;11;9;5;139,2116475;0,211647546
27;15;6;24;27;15;6;-2380,90403;0,095970015
20;19;16;27,5;20;19;16;3844,539934;0,539934074
5;3;28;18;28;5;3;-8273,14934;0,850660117
22;9;9;20;22;9;9;-1082,256901;0,74309889
25;18;14;28,5;25;18;14;2844,774037;0,774036776
2;3;13;9;13;3;2;-504;0
7;8;3;9;8;7;3;36;0
23;12;26;30,5;26;23;12;3448,223643;0,223642553
6;10;20;18;20;10;6;-814,5870119;0,412988073
19;28;28;37,5;28;28;19;10224,32328;0,323279486
2;26;14;21;26;14;2;-3047,412837;0,587162854
2;3;27;16;27;3;2;-8008;0
28;14;6;24;28;14;6;-3527,26523;0,734770392
3;20;4;13,5;20;4;3;-2382,281868;0,718132034
12;25;19;28;25;19;12;2285,929133;0,92913276
18;19;5;21;19;18;5;439,9272667;0,927266716
14;27;13;27;27;14;13;0;0
10;4;7;10,5;10;7;4;36,85921272;0,859212722
11;11;5;13,5;11;11;5;195,1937139;0,193713878
12;8;24;22;24;12;8;-1313,316413;0,683587249
19;21;9;24,5;21;19;9;1476,880901;0,880900856
29;15;12;28;29;15;12;-1100,632545;0,367454597
25;9;12;23;25;12;9;-1477,116109;0,88389082
13;21;9;21,5;21;13;9;246,3304913;0,330491287
23;5;18;23;23;18;5;0;0
30;12;7;24,5;30;12;7;-5955,164923;0,835077195
8;20;5;16,5;20;8;5;-1389,71832;0,281680407
9;16;27;26;27;16;9;-866,8333173;0,166682689
11;4;10;12,5;11;10;4;112,6951433;0,695143252
25;7;15;23,5;25;15;7;-1019,83065;0,169349996
29;8;28;32,5;29;28;8;2199,825961;0,825960801
11;18;14;21,5;18;14;11;1278,020549;0,020548911
4;30;30;32;30;30;4;633,5676759;0,567675943
2;3;4;4,5;4;3;2;3,977475644;0,977475644
21;1;7;14,5;21;7;1;-2506,065338;0,934662352
5;8;4;8,5;8;5;4;22,95937309;0,959373086
19;5;6;15;19;6;5;-1394,274005;0,725995365
13;30;30;36,5;30;30;13;5998,477136;0,477135516
24;1;11;18;24;11;1;-3029,245451;0,754549397
9;28;20;28,5;28;20;9;442,4314301;0,431430069
17;17;9;21,5;17;17;9;1173,692341;0,692340836
18;7;10;17,5;18;10;7;-164,7174427;0,282557276
6;14;11;15,5;14;11;6;252,4603775;0,460377461
25;25;3;26,5;25;25;3;272,1907219;0,190721852
5;10;15;15;15;10;5;0;0
4;12;2;9;12;4;2;-315;0
27;12;9;24;27;12;9;-2645,448922;0,551077794
7;25;30;31;30;25;7;801,7580682;0,758068248
3;13;17;16,5;17;13;3;-95,96520365;0,034796345
1;30;4;17,5;30;4;1;-11647,87631;0,123693096
11;21;4;18;21;11;4;-1247,336362;0,663637987
11;4;6;10,5;11;6;4;-47,39041636;0,609583643
11;26;26;31,5;26;26;11;3480,44293;0,44293046
21;2;25;24;25;21;2;-323,332646;0,667353953
2;11;21;17;21;11;2;-1484,318025;0,681974778
19;13;21;26,5;21;19;13;2866,689517;0,689517381
11;2;13;13;13;11;2;0;0
8;3;6;8,5;8;6;3;20,04389714;0,043897139
16;16;25;28,5;25;16;16;2919,513585;0,51358454
3;30;1;17;30;3;1;-12006,48358;0,516418201
17;19;16;26;19;17;16;3212,382294;0,382293563
23;17;9;24,5;23;17;9;863,1122148;0,112214786
8;6;23;18,5;23;8;6;-2540,37418;0,625819576
4;9;16;14,5;16;9;4;-329,8581726;0,141827352
7;20;11;19;20;11;7;-418,4542986;0,54570142
5;30;29;32;30;29;5;916,4103884;0,410388418
8;28;6;21;28;8;6;-6255,215824;0,784176385
4;12;22;19;22;12;4;-1373,053167;0,946832785
19;6;8;16,5;19;8;6;-906,3380345;0,661965483
17;14;8;19,5;17;14;8;698,2610935;0,261093494
15;26;18;29,5;26;18;15;3169,895132;0,895132088
23;11;7;20,5;23;11;7;-1451,69143;0,308570042
25;12;6;21,5;25;12;6;-2389,695566;0,304433942
22;28;27;38,5;28;27;22;12362,36177;0,361765216
12;14;23;24,5;23;14;12;974,4815328;0,481532823
30;12;24;33;30;24;12;3257,167021;0,167020587
23;20;14;28,5;23;20;14;3618,86221;0,862210048
23;11;13;23,5;23;13;11;318,1289906;0,128990643
30;4;21;27,5;30;21;4;-2002,569394;0,430605525
6;15;30;25,5;30;15;6;-4652,715681;0,284318708
1;13;20;17;20;13;1;-791,6362801;0,363719881
17;6;21;22;21;17;6;375,2332608;0,233260786
4;21;29;27;29;21;4;-1434,138069;0,861931333
16;26;26;34;26;26;16;6717,256583;0,256582862
20;14;24;29;24;20;14;3634,986245;0,986244816
7;4;10;10,5;10;7;4;36,85921272;0,859212722
22;8;30;30;30;22;8;0;0
5;29;7;20,5;29;7;5;-8053,067196;0,93280434
26;8;2;18;26;8;2;-5430,58008;0,419920487
13;15;18;23;18;15;13;1918,332609;0,332609325
15;3;5;11,5;15;5;3;-655,7665302;0,233469757
15;24;14;26,5;24;15;14;1849,996041;0,996040959
21;17;11;24,5;21;17;11;1754,066759;0,066759081
15;11;17;21,5;17;15;11;1424,08004;0,080040215
5;27;13;22,5;27;13;5;-3548,668462;0,33153823
21;15;1;18,5;21;15;1;-658,6155283;0,384471742
5;20;1;13;20;5;1;-2422,930457;0,069542888
12;15;9;18;15;12;9;687,3077913;0,307791313
27;7;21;27,5;27;21;7;349,3844475;0,384447547
11;19;19;24,5;19;19;11;2021,353122;0,353122369
27;11;19;28,5;27;19;11;1331,298195;0,29819455
21;5;10;18;21;10;5;-1323,703894;0,296105619
25;6;6;18,5;25;6;6;-4368,3683;0,63170033
29;4;20;26,5;29;20;4;-1882,169885;0,830114851
19;3;24;23;24;19;3;-383,6665219;0,333478135
4;4;5;6,5;5;4;4;23,90165397;0,90165397
22;29;7;29;29;22;7;0;0
6;6;1;6,5;6;6;1;3,505575916;0,505575916
12;20;30;31;30;20;12;1163,662752;0,662751831
5;12;19;18;19;12;5;-330,9259736;0,074026405
8;30;14;26;30;14;8;-4405,55286;0,447140256
11;21;17;24,5;21;17;11;1754,066759;0,066759081
15;15;20;25;20;15;15;2500;0
30;21;18;34,5;30;21;18;5887,620029;0,620028633
25;10;3;19;25;10;3;-3766,088687;0,911312781
5;25;3;16,5;25;5;3;-5360,34209;0,657910141
9;14;10;16,5;14;10;9;495,0585903;0,058590283
30;20;29;39,5;30;29;20;12224,92106;0,92106282
21;26;12;29,5;26;21;12;2827,717547;0,717546616
21;14;14;24,5;21;14;14;1909,983804;0,983804333
20;16;1;18,5;20;16;1;-282,2637978;0,736202175
9;16;25;25;25;16;9;0;0
5;23;29;28,5;29;23;5;-345,003091;0,996908981
7;9;11;13,5;11;9;7;268,6784062;0,678406162
8;20;20;24;20;20;8;1254,138748;0,138748305
29;7;21;28,5;29;21;7;-430,419717;0,580282965
24;5;4;16,5;24;5;4;-4379,364452;0,635547501
15;17;8;20;17;15;8;804,9844719;0,9844719
10;29;30;34,5;30;29;10;3561,646684;0,646683988
26;17;19;31;26;19;17;4676,922065;0,922064777
14;29;9;26;29;14;9;-3120,599942;0,400057681
19;26;10;27,5;26;19;10;1170,077371;0,07737124
8;9;5;11;9;8;5;119,3984925;0,398492453
26;29;10;32,5;29;26;10;2918,136479;0,136478613
20;26;16;31;26;20;16;4593,405599;0,405599335
19;17;7;21,5;19;17;7;756,3795085;0,379508539
13;11;17;20,5;17;13;11;1129,093334;0,093334412
13;24;11;24;24;13;11;0;0
28;18;28;37;28;28;18;9361,371534;0,371534129
21;16;8;22,5;21;16;8;670,6005063;0,600506309
12;18;21;25,5;21;18;12;2300,793469;0,793468771
24;10;18;26;24;18;10;1305,348995;0,34899548
26;7;5;19;26;7;5;-5126,065158;0,934842396
25;30;9;32;30;25;9;1821,507068;0,507068337
10;24;20;27;24;20;10;1855,026415;0,026414906
23;30;26;39,5;30;26;23;13299,6394;0,639398013
22;25;5;26;25;22;5;428,3176391;0,317639142
23;4;20;23,5;23;20;4;165,4270751;0,427075134
30;22;11;31,5;30;22;11;1639,547496;0,547496167
18;28;15;30,5;28;18;15;2675,048371;0,04837135
25;5;28;29;28;25;5;516,9758215;0,975821485
15;19;2;18;19;15;2;-203,646753;0,353247018
4;19;15;19;19;15;4;0;0
7;9;2;9;9;7;2;0;0
21;14;27;31;27;21;14;3786,079767;0,079766724
24;14;8;23;24;14;8;-647,4372556;0,562744353
16;4;3;11,5;16;4;3;-972,840457;0,159543045
27;4;21;26;27;21;4;-560,8921465;0,107853505
5;11;14;15;14;11;5;154,9193338;0,919333848
11;19;23;26,5;23;19;11;2094,517257;0,517256807
5;4;3;6;5;4;3;14,69693846;0,696938457
29;13;25;33,5;29;25;13;4538,451556;0,4515557
5;16;29;25;29;16;5;-3600;0
3;3;27;16,5;27;3;3;-7773,181496;0,818503964
18;8;29;27,5;29;18;8;-1457,188793;0,811206574
16;3;24;21,5;24;16;3;-1179,488352;0,511647604
30;21;10;30,5;30;21;10;537,7710145;0,771014524
23;13;30;33;30;23;13;3446,737588;0,737587923
21;4;27;26;27;21;4;-560,8921465;0,107853505
3;15;2;10;15;3;2;-885,4377448;0,562255153
10;21;2;16,5;21;10;2;-1722,803894;0,196105817
5;12;13;15;13;12;5;232,3790008;0,379000772
10;27;6;21,5;27;10;6;-4545,811866;0,188133739
17;12;19;24;19;17;12;2057,571384;0,571383938
10;15;17;21;17;15;10;1209,799983;0,799983468
28;11;15;27;28;15;11;-997,6612652;0,33873484
27;3;26;28;27;26;3;264,5751311;0,575131106
5;30;17;26;30;17;5;-3854,858752;0,141247724
1;22;29;26;29;22;1;-1529,705854;0,294145922
25;9;20;27;25;20;9;1309,430411;0,430410522
20;1;25;23;25;20;1;-633,0497611;0,950238923
22;29;25;38;29;25;22;11539,78301;0,783013558
16;23;7;23;23;16;7;0;0
30;17;21;34;30;21;17;5154,561475;0,561475043
28;18;23;34,5;28;23;18;7244,437813;0,43781301
8;26;19;26,5;26;19;8;357,1296705;0,129670515
19;10;25;27;25;19;10;1413,353459;0,353458976
26;19;15;30;26;19;15;3614,96888;0,968879534
2;8;13;11,5;13;8;2;-169,134354;0,865646046
10;9;2;10,5;10;9;2;20,65736098;0,657360976
15;27;11;26,5;27;15;11;-458,7990182;0,200981842
30;3;7;20;30;7;3;-9883,420461;0,579539451
1;16;21;19;21;16;1;-470,7610859;0,238914098
9;9;21;19,5;21;9;9;-730,2762266;0,723773366
29;10;24;31,5;29;24;10;2262,533451;0,533451065
28;2;19;24,5;28;19;2;-2143,859372;0,14062779
3;3;12;9;12;3;3;-324;0
17;21;18;28;21;18;17;4074,457019;0,457019039
25;21;30;38;30;25;21;10898,68396;0,683957249
24;2;24;25;24;24;2;115;0
9;11;9;14,5;11;9;9;403,1599888;0,159988792
4;18;22;22;22;18;4;0;0
14;24;30;34;30;24;14;4664,761516;0,761515876
19;21;7;23,5;21;19;7;899,8505735;0,850573533
28;13;18;29,5;28;18;13;1545,909449;0,909448654
19;8;1;14;19;8;1;-1459,246381;0,753619158
9;14;30;26,5;30;14;9;-3941,295913;0,704086653
30;10;18;29;30;18;10;-1125,499445;0,500555309
17;12;4;16,5;17;12;4;-114,2442901;0,755709935
22;11;18;25,5;22;18;11;1922,062034;0,062033582
26;11;28;32,5;28;26;11;3585,139102;0,139102296
26;19;19;32;26;19;19;5736,050209;0,050208985
10;21;4;17,5;21;10;4;-1482,456985;0,543015485
24;11;25;30;25;24;11;3122,018578;0,018577779
18;28;6;26;28;18;6;-1631,686244;0,31375565
8;11;14;16,5;14;11;8;474,7484943;0,748494271
10;12;27;24,5;27;12;10;-2242,854322;0,145678424
3;22;19;22;22;19;3;0;0
6;27;4;18,5;27;6;4;-6626,478682;0,521317731
26;21;27;37;27;26;21;10705,66205;0,662053325
23;13;20;28;23;20;13;3174,901573;0,901573278
17;16;11;22;17;16;11;1547,837201;0,837200742
29;18;13;30;29;18;13;1117,354017;0,354017311
26;17;13;28;26;17;13;1746,195865;0,195865303
19;7;13;19,5;19;13;7;179,3951426;0,395142597
26;8;5;19,5;26;8;5;-4786,262404;0,737595504
14;6;20;20;20;14;6;0;0
29;23;1;26,5;29;23;1;-1148,606238;0,393762396
5;30;3;19;30;5;3;-10740,327;0,673003116
7;24;10;20,5;24;10;7;-2246,301476;0,698524171
5;23;21;24,5;23;21;5;506,7303971;0,730397068
28;10;17;27,5;28;17;10;-481,7965646;0,203435372
5;26;30;30,5;30;26;5;316,8637942;0,863794181
10;3;27;20;27;10;3;-5321,841786;0,15821355
6;23;5;17;23;6;5;-3265,499655;0,500344511
8;1;10;9,5;10;8;1;-19,64906963;0,350930366
2;15;13;15;15;13;2;0;0
9;24;17;25;24;17;9;640;0
12;10;16;19;16;12;10;823,8319003;0,831900329
20;28;26;37;28;26;20;10237,28934;0,289338492
14;10;10;17;14;10;10;606,096527;0,096526966
7;24;15;23;24;15;7;-613,866435;0,133565016
21;12;4;18,5;21;12;4;-1013,461446;0,538554477
22;16;25;31,5;25;22;16;5371,850739;0,850739474
15;21;4;20;21;15;4;-357,7708764;0,2291236
12;12;11;17,5;12;12;11;822,5413886;0,541388586
15;29;28;36;29;28;15;7056;0
8;29;26;31,5;29;26;8;1813,534565;0,534564652
12;27;13;26;27;13;12;-928,0215515;0,978448526
11;13;12;18;13;12;11;890,9545443;0,954544295
22;22;13;28,5;22;22;13;3496,07581;0,07581015
13;10;15;19;15;13;10;941,5221718;0,522171805
21;2;17;20;21;17;2;-241,4953416;0,50465843
11;17;5;16,5;17;11;5;-128,4613573;0,538642727
5;8;8;10,5;8;8;5;111,3877308;0,387730754
26;4;25;27,5;26;25;4;462,1313987;0,131398725
30;14;20;32;30;20;14;2443,761036;0,761035781
6;4;16;13;16;6;4;-681,4491911;0,550808937
5;18;18;20,5;18;18;5;438,6202176;0,620217629
11;29;5;22,5;29;11;5;-6204,981696;0,018303688
8;3;30;20,5;30;8;3;-9409,11112;0,888879904
22;17;23;31;23;22;17;5612,306478;0,306477733
4;7;11;11;11;7;4;0;0
4;4;20;14;20;4;4;-2244,994432;0,005567936
29;2;10;20,5;29;10;2;-7475,786393;0,213606896
2;11;19;16;19;11;2;-840;0
28;25;22;37,5;28;25;22;11271,48014;0,480144526
9;8;20;18,5;20;9;8;-643,561459;0,438540959
25;21;6;26;25;21;6;509,9019514;0,901951359
6;12;24;21;24;12;6;-1855,943156;0,056843543
22;15;11;24;22;15;11;1146,3612;0,361199623
29;19;19;33,5;29;19;19;5476,094345;0,094344826
9;8;24;20,5;24;9;8;-2277,995324;0,004676187
11;9;24;22;24;11;9;-1341,458907;0,54109269
9;8;14;15,5;14;9;8;287,8934129;0,893412894
17;12;24;26,5;24;17;12;1772,778815;0,778814901
15;20;23;29;23;20;15;4071,184594;0,184594194
1;12;16;14,5;16;12;1;-192,7742567;0,225743258
10;19;17;23;19;17;10;1496,299435;0,299435274
30;11;6;23,5;30;11;6;-6892,794797;0,205202736
14;3;10;13,5;14;10;3;-67,51406104;0,485938965
18;1;29;24;29;18;1;-3380,295845;0,704154959
15;8;27;25;27;15;8;-1700;0
15;22;27;32;27;22;15;4808,326112;0,326112069
27;14;12;26,5;27;14;12;-466,5207408;0,479259237
8;5;18;15,5;18;8;5;-775,0976501;0,902349902
26;7;15;24;26;15;7;-1499,087723;0,912277417
7;3;27;18,5;27;7;3;-6516,799035;0,200964886
28;8;22;29;28;22;8;791,6192266;0,619226649
14;9;24;23,5;24;14;9;-333,8839502;0,11604982
9;17;21;23,5;21;17;9;1142,234566;0,234566404
5;6;4;7,5;6;5;4;35,94429284;0,944292836
2;16;2;10;16;2;2;-1214,314622;0,685378495
29;28;3;30;29;28;3;295,7701811;0,770181053
9;27;17;26,5;27;17;9;-427,9121277;0,087872265
4;3;9;8;9;4;3;-56,56854249;0,431457505
9;7;20;18;20;9;7;-840,042856;0,95714395
14;10;15;19,5;15;14;10;1038,283887;0,283886848
16;1;8;12,5;16;8;1;-640,3735787;0,626421288
21;20;22;31,5;22;21;20;6438,223095;0,223094705
17;22;21;30;22;21;17;5126,683138;0,683138248
11;26;1;19;26;11;1;-4393,770135;0,229864911
4;30;2;18;30;4;2;-11404,21817;0,781833023
23;7;26;28;26;23;7;1111,215551;0,215550647
16;23;4;21,5;23;16;4;-669,4393351;0,560664856
30;12;3;22,5;30;12;3;-7284,108948;0,891052156
6;19;11;18;19;11;6;-356,3818177;0,618182282
3;30;30;31,5;30;30;3;359,9006699;0,90066989
10;14;15;19,5;15;14;10;1038,283887;0,283886848
27;19;16;31;27;19;16;4008,790341;0,790341238
4;7;29;20;29;7;4;-8371,838508;0,161492241
1;30;30;30,5;30;30;1;40,72976875;0,729768751
28;18;25;35,5;28;25;18;8211,127347;0,127346759
24;8;18;25;24;18;8;595;0
12;6;3;10,5;12;6;3;-164,0437489;0,956251072
20;3;4;13,5;20;4;3;-2382,281868;0,718132034
30;19;2;25,5;30;19;2;-3471,073604;0,926396497
9;24;29;31;29;24;9;1714,871424;0,871423752
28;8;5;20,5;28;8;5;-6579,303264;0,696735572
24;22;5;25,5;24;22;5;543,4796095;0,479609496
21;19;23;31,5;23;21;19;6261,429783;0,42978318
26;12;21;29,5;26;21;12;2827,717547;0,717546616
14;29;8;25,5;29;14;8;-3556,919395;0,080604521
18;5;26;24,5;26;18;5;-941,0707374;0,929262588
4;27;17;24;27;17;4;-2057,571384;0,428616062
12;3;19;17;19;12;3;-577,2347876;0,765212414
23;29;4;28;29;23;4;-634,9803147;0,019685344
17;9;28;27;28;17;9;-935,3074361;0,692563913
1;18;30;24,5;30;18;1;-4158,406592;0,59340819
25;29;9;31,5;29;25;9;2052,065223;0,065223059
17;14;1;16;17;14;1;-120;0
3;25;27;27,5;27;25;3;160,5988549;0,598854876
12;13;5;15;13;12;5;232,3790008;0,379000772
27;3;24;27;27;24;3;0;0
12;12;22;23;22;12;12;580,2956143;0,295614321
28;30;25;41,5;30;28;25;16502,1147;0,114700424
17;30;14;30,5;30;17;14;615,0885416;0,088541645
17;2;28;23,5;28;17;2;-3048,58467;0,415329667
11;2;14;13,5;14;11;2;-52,81712258;0,182877421
18;11;11;20;18;11;11;724,4860247;0,48602471
2;23;11;18;23;11;2;-2375,878785;0,121215213
2;24;30;28;30;24;2;-1100,632545;0,367454597
13;18;24;27,5;24;18;13;2528,28483;0,28482962
14;23;6;21,5;23;14;6;-808,5436126;0,456387424
6;5;10;10,5;10;6;5;40,09958307;0,099583071
21;15;11;23,5;21;15;11;1287,664962;0,664962126
10;22;10;21;22;10;10;-554,4916591;0,50834091
8;11;18;18,5;18;11;8;169,3582787;0,358278695
3;26;13;21;26;13;3;-3299,4545;0,545499632
21;1;4;13;21;4;1;-3115,196302;0,803697999
11;23;29;31,5;29;23;11;2444,939249;0,93924867
2;18;7;13,5;18;7;2;-1235,920668;0,079331657
6;28;3;18,5;28;6;3;-7916,827472;0,172527675
14;19;10;21,5;19;14;10;999,811994;0,811994046
21;18;6;22,5;21;18;6;528,2980116;0,298011602
9;30;1;20;30;9;1;-9346,764146;0,235854051
11;16;1;14;16;11;1;-291,8492762;0,150723832
5;2;7;7;7;5;2;0;0
17;4;30;25,5;30;17;4;-4152,790187;0,209813157
14;11;5;15;14;11;5;154,9193338;0,919333848
3;8;28;19,5;28;8;3;-7122,263154;0,736846361
9;16;8;16,5;16;9;8;129,4768621;0,476862074
12;2;13;13,5;13;12;2;31,69027355;0,690273547
22;8;22;26;22;22;8;1468,51762;0,517619915
26;30;12;34;30;26;12;4104,990134;0,990133971
18;9;3;15;18;9;3;-836,5644028;0,435597219
1;17;23;20,5;23;17;1;-772,5375446;0,462455403
11;9;18;19;18;11;9;348,7119155;0,711915483
1;4;27;16;27;4;1;-7920;0
2;30;30;31;30;30;2;161,4651665;0,465166522
8;6;4;9;8;6;4;45;0
14;8;5;13,5;14;8;5;-85,88523411;0,114765894
8;20;20;24;20;20;8;1254,138748;0,138748305
29;23;6;29;29;23;6;0;0
4;17;23;22;23;17;4;-422,1374184;0,862581616
14;28;6;24;28;14;6;-3527,26523;0,734770392
15;4;24;21,5;24;15;4;-1318,59263;0,407370172
14;7;8;14,5;14;8;7;92,81723473;0,817234728
17;25;29;35,5;29;25;17;7522,956674;0,956673887
9;4;18;15,5;18;9;4;-735,7276107;0,272389272
24;7;11;21;24;11;7;-1924,681792;0,318208119
24;25;20;34,5;25;24;20;8495,529536;0,529536266
11;14;8;16,5;14;11;8;474,7484943;0,748494271
22;3;22;23,5;22;22;3;223,5992334;0,599233423
2;19;16;18,5;19;16;2;-88,71147932;0,288520684
15;5;28;24;28;15;5;-3350,901968;0,098031873
25;28;23;38;28;25;23;12020,60731;0,60730579
15;16;25;28;25;16;15;2476,423227;0,423227156
7;13;28;24;28;13;7;-3664,436655;0,563344796
12;28;9;24,5;28;12;9;-3356,547502;0,452498055
9;8;7;12;9;8;7;207,8460969;0,846096908
23;11;16;25;23;16;11;1260;0
20;15;21;28;21;20;15;3852,213909;0,21390891
19;27;15;30,5;27;19;15;3445,462302;0,462302299
12;20;30;31;30;20;12;1163,662752;0,662751831
6;26;6;19;26;6;6;-5156,57745;0,422549791
11;1;29;20,5;29;11;1;-7129,417912;0,58208843
12;10;29;25,5;29;12;10;-3698,312465;0,687535384
4;7;5;8;7;5;4;33,9411255;0,941125497
28;9;24;30,5;28;24;9;1929,486503;0,48650269
1;21;28;25;28;21;1;-1440;0
26;20;19;32,5;26;20;19;6253,149597;0,149597028
16;27;21;32;27;21;16;4978,03174;0,031739553
26;19;7;26;26;19;7;0;0
29;28;4;30,5;29;28;4;548,8163755;0,816375541
20;14;26;30;26;20;14;3505,424368;0,424368033
4;24;19;23,5;24;19;4;-212,6919537;0,308046256
28;2;8;19;28;8;2;-7336,026922;0,973078021
17;15;15;23,5;17;15;15;2276,591653;0,591653039
21;2;2;12,5;21;2;2;-3313,237212;0,762788403
2;28;11;20,5;28;11;2;-5968,064768;0,935232396
22;23;4;24,5;23;22;4;380,5118366;0,511836626
4;7;28;19,5;28;7;4;-7272,403088;0,596911633
8;27;22;28,5;27;22;8;1067,040508;0,040507812
4;26;27;28,5;27;26;4;490,4782822;0,478282203
20;21;13;27;21;20;13;3055,337625;0,337624551
13;14;3;15;14;13;3;92,95160031;0,951600309
16;1;17;17;17;16;1;0;0
12;25;22;29,5;25;22;12;3207,914864;0,914863808
22;9;3;17;22;9;3;-2308,93915;0,060849654
25;19;21;32,5;25;21;19;6637,958803;0,958802999
22;8;6;18;22;8;6;-2036,46753;0,532470183
24;27;26;38,5;27;26;24;12933,20675;0,206752931
18;9;24;25,5;24;18;9;937,3603021;0,360302092
17;9;19;22,5;19;17;9;1232,69536;0,695360404
4;23;12;19,5;23;12;4;-1796,711351;0,288648756
24;6;23;26,5;24;23;6;923,3893283;0,38932827
28;4;11;21,5;28;11;4;-5538,089045;0,910954721
25;23;11;29,5;25;23;11;2939,061047;0,06104665
21;12;26;29,5;26;21;12;2827,717547;0,717546616
10;17;4;15,5;17;10;4;-373,5232485;0,476751477
3;22;3;14;22;3;3;-3621,92435;0,075649603
14;22;15;25,5;22;15;14;2134,151637;0,151637288
7;25;18;25;25;18;7;0;0
20;24;1;22,5;24;20;1;-382,4379545;0,562045473
19;14;26;29,5;26;19;14;3093,855669;0,85566865
27;17;12;28;27;17;12;931,3044615;0,304461495
6;14;2;11;14;6;2;-447,7443467;0,255653302
10;23;26;29,5;26;23;10;2409,500498;0,500497704
2;5;16;11,5;16;5;2;-942,319972;0,68002797
23;24;28;37,5;28;24;23;11387,83091;0,830907308
13;28;17;29;28;17;13;1033,951643;0,95164297
30;26;9;32,5;30;26;9;2177,022452;0,022452299
17;18;26;30,5;26;18;17;4193,785511;0,785511213
6;1;1;4;6;1;1;-36;0
6;5;3;7;6;5;3;21,16601049;0,166010489
19;15;20;27;20;19;15;3491,814428;0,814428059
27;4;28;29,5;28;27;4;519,3766922;0,376692236
11;9;17;18,5;17;11;9;459,6867565;0,686756458
8;19;27;27;27;19;8;0;0
12;2;10;12;12;10;2;0;0
24;8;4;18;24;8;4;-3563,818177;0,18182282
8;8;7;11,5;8;8;7;186,9379702;0,93797016
19;6;22;23,5;22;19;6;572,6321832;0,632183157
6;29;27;31;29;27;6;1113,552873;0,552872566
21;9;25;27,5;25;21;9;1576,4908;0,490799906
23;7;4;17;23;7;4;-3216,022388;0,977612018
5;29;2;18;29;5;2;-9707,161892;0,838107871
3;16;13;16;16;13;3;0;0
23;19;3;22,5;23;19;3;-161,8690877;0,13091227
13;20;23;28;23;20;13;3174,901573;0,901573278
29;22;6;28,5;29;22;6;-390,3806736;0,61932641
28;10;29;33,5;29;28;10;3366,398069;0,398069293
29;20;7;28;29;20;7;-888,9724405;0,027559482
9;25;30;32;30;25;9;1821,507068;0,507068337
24;12;27;31,5;27;24;12;3693,717402;0,717401506
21;5;25;25,5;25;21;5;232,9198326;0,919832641
19;2;4;12,5;19;4;2;-2051,051607;0,948392821
19;14;26;29,5;26;19;14;3093,855669;0,85566865
25;13;20;29;25;20;13;3101,854929;0,854928909
1;1;5;3,5;5;1;1;-17,539019;0,460980999
26;3;9;19;26;9;3;-4881,966817;0,033183234
24;29;22;37,5;29;24;22;10891,80923;0,809234394
29;8;18;27,5;29;18;8;-1457,188793;0,811206574
6;28;21;27,5;28;21;6;-366,4275913;0,572408671
26;1;13;20;26;13;1;-3568,764492;0,23550791
28;14;25;33,5;28;25;14;5276,411158;0,411158253
15;3;9;13,5;15;9;3;-260,4113783;0,58862172
24;26;28;39;28;26;24;13395,52071;0,520706565
10;11;28;24,5;28;11;10;-3391,195734;0,804265777
9;1;30;20;30;9;1;-9346,764146;0,235854051
11;28;3;21;28;11;3;-5774,045376;0,954624356
29;18;19;33;29;19;18;4825,432623;0,432623092
3;19;30;26;30;19;3;-3283,768567;0,231433246
13;3;22;19;22;13;3;-1255,362896;0,63710426
15;21;28;32;28;21;15;4231,326979;0,32697862
16;16;8;20;16;16;8;858,6501034;0,65010336
20;11;29;30;29;20;11;1040,672859;0,67285926
7;23;13;21,5;23;13;7;-857,2301097;0,769890323
22;10;4;18;22;10;4;-1900,703028;0,296972171
9;16;28;26,5;28;16;9;-1418,866529;0,133471195
29;10;21;30;29;21;10;985,9006035;0,900603509
9;9;15;16,5;15;9;9;342,7328702;0,732870196
21;18;28;33,5;28;21;18;6167,7506;0,750599768
30;25;28;41,5;30;28;25;16502,1147;0,114700424
1;25;3;14,5;25;3;1;-6207,331067;0,668932902
14;24;14;26;24;14;14;1468,51762;0,517619915
1;21;21;21,5;21;21;1;23,76364739;0,763647395
17;24;30;35,5;30;24;17;6971,824317;0,824316826
13;24;30;33,5;30;24;13;3945,189914;0,189914432
17;26;1;22;26;17;1;-1969,974619;0,025380874
19;27;20;33;27;20;19;6273,06241;0,06241002
11;12;9;16;12;11;9;560;0
23;18;21;31;23;21;18;5790,474937;0,474937343
12;28;8;24;28;12;8;-3762,416245;0,583755085
20;15;14;24,5;20;15;14;2221,817895;0,817894836
21;25;4;25;25;21;4;0;0
25;20;28;36,5;28;25;20;9744,221387;0,221387331
